2 0.000000_-1.000000 4.000000_3.000000
1 1
0.850000 -1.000000 | 0.044125 | -16.840278 | -33.818803 | -0.000000 
0.860000 -1.000000 | 0.043856 | -15.250000 | -34.563266 | -0.000000 
0.870000 -1.000000 | 0.043589 | -13.673611 | -35.269990 | -0.000000 
0.880000 -1.000000 | 0.043324 | -12.111111 | -35.936185 | -0.000000 
0.890000 -1.000000 | 0.043061 | -10.562500 | -36.559222 | -0.000000 
0.900000 -1.000000 | 0.042800 | -9.027778 | -37.136644 | -0.000000 
0.910000 -1.000000 | 0.042541 | -7.506944 | -37.666170 | -0.000000 
0.920000 -1.000000 | 0.042284 | -6.000000 | -38.145711 | -0.000000 
0.930000 -1.000000 | 0.042029 | -4.506944 | -38.573376 | -0.000000 
0.940000 -1.000000 | 0.041776 | -3.027778 | -38.947476 | -0.000000 
0.950000 -1.000000 | 0.041525 | -1.562500 | -39.266535 | -0.000000 
0.960000 -1.000000 | 0.041276 | -0.111111 | -39.529293 | -0.000000 
0.970000 -1.000000 | 0.041029 | 1.326389 | -39.734715 | -0.000000 
0.980000 -1.000000 | 0.040784 | 2.750000 | -39.881989 | -0.000000 
0.990000 -1.000000 | 0.040541 | 4.159722 | -39.970533 | -0.000000 
1.000000 -1.000000 | 0.040300 | 5.555556 | -40.000000 | -0.000000 
1.010000 -1.000000 | 0.040061 | 6.937500 | -39.970272 | -0.000000 
1.020000 -1.000000 | 0.039824 | 8.305556 | -39.881466 | -0.000000 
1.030000 -1.000000 | 0.039589 | 9.659722 | -39.733934 | -0.000000 
1.040000 -1.000000 | 0.039356 | 11.000000 | -39.528256 | -0.000000 
1.050000 -1.000000 | 0.039125 | 12.326389 | -39.265246 | -0.000000 
1.060000 -1.000000 | 0.038896 | 13.638889 | -38.945941 | -0.000000 
1.070000 -1.000000 | 0.038669 | 14.937500 | -38.571601 | -0.000000 
1.080000 -1.000000 | 0.038444 | 16.222222 | -38.143703 | -0.000000 
1.090000 -1.000000 | 0.038221 | 17.493056 | -37.663936 | -0.000000 
1.100000 -1.000000 | 0.038000 | 18.750000 | -37.134193 | -0.000000 
1.110000 -1.000000 | 0.037781 | 19.993056 | -36.556565 | -0.000000 
1.120000 -1.000000 | 0.037564 | 21.222222 | -35.933331 | -0.000000 
1.130000 -1.000000 | 0.037349 | 22.437500 | -35.266950 | -0.000000 
1.140000 -1.000000 | 0.037136 | 23.638889 | -34.560053 | -0.000000 
1.150000 -1.000000 | 0.036925 | 24.826389 | -33.815429 | -0.000000 
1.160000 -1.000000 | 0.036716 | 26.000000 | -33.036017 | -0.000000 
1.170000 -1.000000 | 0.036509 | 27.159722 | -32.224892 | -0.000000 
1.180000 -1.000000 | 0.036304 | 28.305556 | -31.385256 | -0.000000 
1.190000 -1.000000 | 0.036101 | 29.437500 | -30.520421 | -0.000000 
1.200000 -1.000000 | 0.035900 | 30.555556 | -29.633801 | -0.000000 
1.210000 -1.000000 | 0.035701 | 31.659722 | -28.728894 | -0.000000 
1.220000 -1.000000 | 0.035504 | 32.750000 | -27.809273 | -0.000000 
1.230000 -1.000000 | 0.035309 | 33.826389 | -26.878564 | -0.000000 
1.240000 -1.000000 | 0.035116 | 34.888889 | -25.940443 | -0.000000 
1.250000 -1.000000 | 0.034925 | 35.937500 | -24.998610 | -0.000000 
1.260000 -1.000000 | 0.034736 | 36.972222 | -24.056783 | -0.000000 
1.270000 -1.000000 | 0.034549 | 37.993056 | -23.118678 | -0.000000 
1.280000 -1.000000 | 0.034364 | 39.000000 | -22.187997 | -0.000000 
1.290000 -1.000000 | 0.034181 | 39.993056 | -21.268413 | -0.000000 
1.300000 -1.000000 | 0.034000 | 40.972222 | -20.363555 | -0.000000 
1.310000 -1.000000 | 0.033821 | 41.937500 | -19.476995 | -0.000000 
1.320000 -1.000000 | 0.033644 | 42.888889 | -18.612229 | -0.000000 
1.330000 -1.000000 | 0.033469 | 43.826389 | -17.772672 | -0.000000 
1.340000 -1.000000 | 0.033296 | 44.750000 | -16.961636 | -0.000000 
1.350000 -1.000000 | 0.033125 | 45.659722 | -16.182322 | -0.000000 
1.360000 -1.000000 | 0.032956 | 46.555556 | -15.437805 | -0.000000 
1.370000 -1.000000 | 0.032789 | 47.437500 | -14.731023 | -0.000000 
1.380000 -1.000000 | 0.032624 | 48.305556 | -14.064767 | -0.000000 
1.390000 -1.000000 | 0.032461 | 49.159722 | -13.441664 | -0.000000 
1.400000 -1.000000 | 0.032300 | 50.000000 | -12.864173 | -0.000000 
1.410000 -1.000000 | 0.032141 | 50.826389 | -12.334575 | -0.000000 
1.420000 -1.000000 | 0.031984 | 51.638889 | -11.854958 | -0.000000 
1.430000 -1.000000 | 0.031829 | 52.437500 | -11.427216 | -0.000000 
1.440000 -1.000000 | 0.031676 | 53.222222 | -11.053036 | -0.000000 
1.450000 -1.000000 | 0.031525 | 53.993056 | -10.733895 | -0.000000 
1.460000 -1.000000 | 0.031376 | 54.750000 | -10.471052 | -0.000000 
1.470000 -1.000000 | 0.031229 | 55.493056 | -10.265545 | -0.000000 
1.480000 -1.000000 | 0.031084 | 56.222222 | -10.118185 | -0.000000 
1.490000 -1.000000 | 0.030941 | 56.937500 | -10.029554 | -0.000000 
1.500000 -1.000000 | 0.030800 | 57.638889 | -10.000000 | -0.000000 
1.510000 -1.000000 | 0.030661 | 58.326389 | -10.029641 | -0.000000 
1.520000 -1.000000 | 0.030524 | 59.000000 | -10.118360 | -0.000000 
1.530000 -1.000000 | 0.030389 | 59.659722 | -10.265806 | -0.000000 
1.540000 -1.000000 | 0.030256 | 60.305556 | -10.471398 | -0.000000 
1.550000 -1.000000 | 0.030125 | 60.937500 | -10.734324 | -0.000000 
1.560000 -1.000000 | 0.029996 | 61.555556 | -11.053547 | -0.000000 
1.570000 -1.000000 | 0.029869 | 62.159722 | -11.427807 | -0.000000 
1.580000 -1.000000 | 0.029744 | 62.750000 | -11.855627 | -0.000000 
1.590000 -1.000000 | 0.029621 | 63.326389 | -12.335319 | -0.000000 
1.600000 -1.000000 | 0.029500 | 63.888889 | -12.864990 | -0.000000 
1.610000 -1.000000 | 0.029381 | 64.437500 | -13.442549 | -0.000000 
1.620000 -1.000000 | 0.029264 | 64.972222 | -14.065718 | -0.000000 
1.630000 -1.000000 | 0.029149 | 65.493056 | -14.732037 | -0.000000 
1.640000 -1.000000 | 0.029036 | 66.000000 | -15.438876 | -0.000000 
1.650000 -1.000000 | 0.028925 | 66.493056 | -16.183446 | -0.000000 
1.660000 -1.000000 | 0.028816 | 66.972222 | -16.962809 | -0.000000 
1.670000 -1.000000 | 0.028709 | 67.437500 | -17.773890 | -0.000000 
1.680000 -1.000000 | 0.028604 | 67.888889 | -18.613487 | -0.000000 
1.690000 -1.000000 | 0.028501 | 68.326389 | -19.478287 | -0.000000 
1.700000 -1.000000 | 0.028400 | 68.750000 | -20.364877 | -0.000000 
1.710000 -1.000000 | 0.028301 | 69.159722 | -21.269759 | -0.000000 
1.720000 -1.000000 | 0.028204 | 69.555556 | -22.189362 | -0.000000 
1.730000 -1.000000 | 0.028109 | 69.937500 | -23.120057 | -0.000000 
1.740000 -1.000000 | 0.028016 | 70.305556 | -24.058170 | -0.000000 
1.750000 -1.000000 | 0.027925 | 70.659722 | -25.000000 | -0.000000 
1.760000 -1.000000 | 0.027836 | 71.000000 | -25.941830 | -0.000000 
1.770000 -1.000000 | 0.027749 | 71.326389 | -26.879943 | -0.000000 
1.780000 -1.000000 | 0.027664 | 71.638889 | -27.810638 | -0.000000 
1.790000 -1.000000 | 0.027581 | 71.937500 | -28.730241 | -0.000000 
1.800000 -1.000000 | 0.027500 | 72.222222 | -29.635123 | -0.000000 
1.810000 -1.000000 | 0.027421 | 72.493056 | -30.521713 | -0.000000 
1.820000 -1.000000 | 0.027344 | 72.750000 | -31.386513 | -0.000000 
1.830000 -1.000000 | 0.027269 | 72.993056 | -32.226110 | -0.000000 
1.840000 -1.000000 | 0.027196 | 73.222222 | -33.037191 | -0.000000 
1.850000 -1.000000 | 0.027125 | 73.437500 | -33.816554 | -0.000000 
1.860000 -1.000000 | 0.027056 | 73.638889 | -34.561124 | -0.000000 
1.870000 -1.000000 | 0.026989 | 73.826389 | -35.267963 | -0.000000 
1.880000 -1.000000 | 0.026924 | 74.000000 | -35.934282 | -0.000000 
1.890000 -1.000000 | 0.026861 | 74.159722 | -36.557451 | -0.000001 
1.900000 -1.000000 | 0.026800 | 74.305556 | -37.135010 | -0.000001 
1.910000 -1.000000 | 0.026741 | 74.437500 | -37.664681 | -0.000001 
1.920000 -1.000000 | 0.026684 | 74.555556 | -38.144373 | -0.000001 
1.930000 -1.000000 | 0.026629 | 74.659722 | -38.572193 | -0.000001 
1.940000 -1.000000 | 0.026576 | 74.750000 | -38.946453 | -0.000001 
1.950000 -1.000000 | 0.026525 | 74.826389 | -39.265676 | -0.000001 
1.960000 -1.000000 | 0.026476 | 74.888889 | -39.528602 | -0.000001 
1.970000 -1.000000 | 0.026429 | 74.937500 | -39.734194 | -0.000001 
1.980000 -1.000000 | 0.026384 | 74.972222 | -39.881640 | -0.000001 
1.990000 -1.000000 | 0.026341 | 74.993056 | -39.970359 | -0.000001 
2.000000 -1.000000 | 0.026300 | 75.000000 | -40.000000 | -0.000001 
2.010000 -1.000000 | 0.026261 | 74.993056 | -39.970446 | -0.000001 
2.020000 -1.000000 | 0.026224 | 74.972222 | -39.881815 | -0.000001 
2.030000 -1.000000 | 0.026189 | 74.937500 | -39.734455 | -0.000001 
2.040000 -1.000000 | 0.026156 | 74.888889 | -39.528948 | -0.000001 
2.050000 -1.000000 | 0.026125 | 74.826389 | -39.266105 | -0.000001 
2.060000 -1.000000 | 0.026096 | 74.750000 | -38.946964 | -0.000001 
2.070000 -1.000000 | 0.026069 | 74.659722 | -38.572784 | -0.000001 
2.080000 -1.000000 | 0.026044 | 74.555556 | -38.145042 | -0.000001 
2.090000 -1.000000 | 0.026021 | 74.437500 | -37.665425 | -0.000001 
2.100000 -1.000000 | 0.026000 | 74.305556 | -37.135827 | -0.000001 
2.110000 -1.000000 | 0.025981 | 74.159722 | -36.558336 | -0.000001 
2.120000 -1.000000 | 0.025964 | 74.000000 | -35.935233 | -0.000001 
2.130000 -1.000000 | 0.025949 | 73.826389 | -35.268977 | -0.000001 
2.140000 -1.000000 | 0.025936 | 73.638889 | -34.562195 | -0.000001 
2.150000 -1.000000 | 0.025925 | 73.437500 | -33.817678 | -0.000001 
2.160000 -1.000000 | 0.025916 | 73.222222 | -33.038364 | -0.000001 
2.170000 -1.000000 | 0.025909 | 72.993056 | -32.227328 | -0.000001 
2.180000 -1.000000 | 0.025904 | 72.750000 | -31.387771 | -0.000001 
2.190000 -1.000000 | 0.025901 | 72.493056 | -30.523005 | -0.000001 
2.200000 -1.000000 | 0.025900 | 72.222222 | -29.636445 | -0.000002 
2.210000 -1.000000 | 0.025901 | 71.937500 | -28.731587 | -0.000002 
2.220000 -1.000000 | 0.025904 | 71.638889 | -27.812003 | -0.000002 
2.230000 -1.000000 | 0.025909 | 71.326389 | -26.881322 | -0.000002 
2.240000 -1.000000 | 0.025916 | 71.000000 | -25.943217 | -0.000002 
2.250000 -1.000000 | 0.025925 | 70.659722 | -25.001390 | -0.000002 
2.260000 -1.000000 | 0.025936 | 70.305556 | -24.059557 | -0.000002 
2.270000 -1.000000 | 0.025949 | 69.937500 | -23.121436 | -0.000002 
2.280000 -1.000000 | 0.025964 | 69.555556 | -22.190727 | -0.000002 
2.290000 -1.000000 | 0.025981 | 69.159722 | -21.271106 | -0.000002 
2.300000 -1.000000 | 0.026000 | 68.750000 | -20.366199 | -0.000002 
2.310000 -1.000000 | 0.026021 | 68.326389 | -19.479579 | -0.000002 
2.320000 -1.000000 | 0.026044 | 67.888889 | -18.614744 | -0.000002 
2.330000 -1.000000 | 0.026069 | 67.437500 | -17.775108 | -0.000002 
2.340000 -1.000000 | 0.026096 | 66.972222 | -16.963983 | -0.000002 
2.350000 -1.000000 | 0.026125 | 66.493056 | -16.184571 | -0.000002 
2.360000 -1.000000 | 0.026156 | 66.000000 | -15.439947 | -0.000002 
2.370000 -1.000000 | 0.026189 | 65.493056 | -14.733050 | -0.000002 
2.380000 -1.000000 | 0.026224 | 64.972222 | -14.066669 | -0.000002 
2.390000 -1.000000 | 0.026261 | 64.437500 | -13.443435 | -0.000002 
2.400000 -1.000000 | 0.026300 | 63.888889 | -12.865807 | -0.000003 
2.410000 -1.000000 | 0.026341 | 63.326389 | -12.336064 | -0.000003 
2.420000 -1.000000 | 0.026384 | 62.750000 | -11.856297 | -0.000003 
2.430000 -1.000000 | 0.026429 | 62.159722 | -11.428399 | -0.000003 
2.440000 -1.000000 | 0.026476 | 61.555556 | -11.054059 | -0.000003 
2.450000 -1.000000 | 0.026525 | 60.937500 | -10.734754 | -0.000003 
2.460000 -1.000000 | 0.026576 | 60.305556 | -10.471744 | -0.000003 
2.470000 -1.000000 | 0.026629 | 59.659722 | -10.266066 | -0.000003 
2.480000 -1.000000 | 0.026684 | 59.000000 | -10.118534 | -0.000003 
2.490000 -1.000000 | 0.026741 | 58.326389 | -10.029728 | -0.000003 
2.500000 -1.000000 | 0.026800 | 57.638889 | -10.000000 | -0.000003 
2.510000 -1.000000 | 0.026861 | 56.937500 | -10.029467 | -0.000003 
2.520000 -1.000000 | 0.026924 | 56.222222 | -10.118011 | -0.000003 
2.530000 -1.000000 | 0.026989 | 55.493056 | -10.265285 | -0.000003 
2.540000 -1.000000 | 0.027056 | 54.750000 | -10.470707 | -0.000003 
2.550000 -1.000000 | 0.027125 | 53.993056 | -10.733465 | -0.000003 
2.560000 -1.000000 | 0.027196 | 53.222222 | -11.052524 | -0.000003 
2.570000 -1.000000 | 0.027269 | 52.437500 | -11.426624 | -0.000003 
2.580000 -1.000000 | 0.027344 | 51.638889 | -11.854289 | -0.000004 
2.590000 -1.000000 | 0.027421 | 50.826389 | -12.333830 | -0.000004 
2.600000 -1.000000 | 0.027500 | 50.000000 | -12.863356 | -0.000004 
2.610000 -1.000000 | 0.027581 | 49.159722 | -13.440778 | -0.000004 
2.620000 -1.000000 | 0.027664 | 48.305556 | -14.063815 | -0.000004 
2.630000 -1.000000 | 0.027749 | 47.437500 | -14.730010 | -0.000004 
2.640000 -1.000000 | 0.027836 | 46.555556 | -15.436734 | -0.000004 
2.650000 -1.000000 | 0.027925 | 45.659722 | -16.181197 | -0.000004 
2.660000 -1.000000 | 0.028016 | 44.750000 | -16.960463 | -0.000004 
2.670000 -1.000000 | 0.028109 | 43.826389 | -17.771454 | -0.000004 
2.680000 -1.000000 | 0.028204 | 42.888889 | -18.610972 | -0.000004 
2.690000 -1.000000 | 0.028301 | 41.937500 | -19.475702 | -0.000004 
2.700000 -1.000000 | 0.028400 | 40.972222 | -20.362234 | -0.000004 
2.710000 -1.000000 | 0.028501 | 39.993056 | -21.267067 | -0.000004 
2.720000 -1.000000 | 0.028604 | 39.000000 | -22.186632 | -0.000004 
2.730000 -1.000000 | 0.028709 | 37.993056 | -23.117299 | -0.000004 
2.740000 -1.000000 | 0.028816 | 36.972222 | -24.055396 | -0.000004 
2.750000 -1.000000 | 0.028925 | 35.937500 | -24.997220 | -0.000004 
2.760000 -1.000000 | 0.029036 | 34.888889 | -25.939056 | -0.000004 
2.770000 -1.000000 | 0.029149 | 33.826389 | -26.877186 | -0.000004 
2.780000 -1.000000 | 0.029264 | 32.750000 | -27.807907 | -0.000004 
2.790000 -1.000000 | 0.029381 | 31.659722 | -28.727548 | -0.000004 
2.800000 -1.000000 | 0.029500 | 30.555556 | -29.632479 | -0.000005 
2.810000 -1.000000 | 0.029621 | 29.437500 | -30.519129 | -0.000005 
2.820000 -1.000000 | 0.029744 | 28.305556 | -31.383998 | -0.000005 
2.830000 -1.000000 | 0.029869 | 27.159722 | -32.223674 | -0.000005 
2.840000 -1.000000 | 0.029996 | 26.000000 | -33.034844 | -0.000005 
2.850000 -1.000000 | 0.030125 | 24.826389 | -33.814305 | -0.000005 
2.860000 -1.000000 | 0.030256 | 23.638889 | -34.558982 | -0.000005 
2.870000 -1.000000 | 0.030389 | 22.437500 | -35.265937 | -0.000005 
2.880000 -1.000000 | 0.030524 | 21.222222 | -35.932379 | -0.000005 
2.890000 -1.000000 | 0.030661 | 19.993056 | -36.555679 | -0.000005 
2.900000 -1.000000 | 0.030800 | 18.750000 | -37.133376 | -0.000005 
2.910000 -1.000000 | 0.030941 | 17.493056 | -37.663191 | -0.000005 
2.920000 -1.000000 | 0.031084 | 16.222222 | -38.143033 | -0.000005 
2.930000 -1.000000 | 0.031229 | 14.937500 | -38.571009 | -0.000005 
2.940000 -1.000000 | 0.031376 | 13.638889 | -38.945429 | -0.000005 
2.950000 -1.000000 | 0.031525 | 12.326389 | -39.264817 | -0.000005 
2.960000 -1.000000 | 0.031676 | 11.000000 | -39.527911 | -0.000005 
2.970000 -1.000000 | 0.031829 | 9.659722 | -39.733673 | -0.000005 
2.980000 -1.000000 | 0.031984 | 8.305556 | -39.881292 | -0.000005 
2.990000 -1.000000 | 0.032141 | 6.937500 | -39.970184 | -0.000005 
3.000000 -1.000000 | 0.032300 | 5.555556 | -40.000000 | -0.000005 
3.010000 -1.000000 | 0.032461 | 4.159722 | -39.970620 | -0.000005 
3.020000 -1.000000 | 0.032624 | 2.750000 | -39.882163 | -0.000005 
3.030000 -1.000000 | 0.032789 | 1.326389 | -39.734975 | -0.000005 
3.040000 -1.000000 | 0.032956 | -0.111111 | -39.529639 | -0.000005 
3.050000 -1.000000 | 0.033125 | -1.562500 | -39.266964 | -0.000005 
3.060000 -1.000000 | 0.033296 | -3.027778 | -38.947987 | -0.000005 
3.070000 -1.000000 | 0.033469 | -4.506944 | -38.573968 | -0.000005 
3.080000 -1.000000 | 0.033644 | -6.000000 | -38.146381 | -0.000005 
3.090000 -1.000000 | 0.033821 | -7.506944 | -37.666914 | -0.000005 
3.100000 -1.000000 | 0.034000 | -9.027778 | -37.137460 | -0.000005 
3.110000 -1.000000 | 0.034181 | -10.562500 | -36.560108 | -0.000005 
3.120000 -1.000000 | 0.034364 | -12.111111 | -35.937136 | -0.000005 
3.130000 -1.000000 | 0.034549 | -13.673611 | -35.271002 | -0.000005 
3.140000 -1.000000 | 0.034736 | -15.250000 | -34.564337 | -0.000005 
3.150000 -1.000000 | 0.034925 | -16.840278 | -33.819927 | -0.000005 
3.160000 -1.000000 | 0.035116 | -18.444444 | -33.040711 | -0.000005 
3.170000 -1.000000 | 0.035309 | -20.062500 | -32.229764 | -0.000005 
3.180000 -1.000000 | 0.035504 | -21.694444 | -31.390286 | -0.000005 
3.190000 -1.000000 | 0.035701 | -23.340278 | -30.525590 | -0.000005 
3.200000 -1.000000 | 0.035900 | -25.000000 | -29.639088 | -0.000005 
3.210000 -1.000000 | 0.036101 | -26.673611 | -28.734279 | -0.000004 
3.220000 -1.000000 | 0.036304 | -28.361111 | -27.814733 | -0.000004 
3.230000 -1.000000 | 0.036509 | -30.062500 | -26.884080 | -0.000004 
3.240000 -1.000000 | 0.036716 | -31.777778 | -25.945991 | -0.000004 
3.250000 -1.000000 | 0.036925 | -33.506944 | -25.004169 | -0.000004 
3.260000 -1.000000 | 0.037136 | -35.250000 | -24.062331 | -0.000004 
3.270000 -1.000000 | 0.037349 | -37.006944 | -23.124193 | -0.000004 
3.280000 -1.000000 | 0.037564 | -38.777778 | -22.193458 | -0.000004 
3.290000 -1.000000 | 0.037781 | -40.562500 | -21.273798 | -0.000004 
3.300000 -1.000000 | 0.038000 | -42.361111 | -20.368843 | -0.000004 
3.310000 -1.000000 | 0.038221 | -44.173611 | -19.482164 | -0.000004 
3.320000 -1.000000 | 0.038444 | -46.000000 | -18.617260 | -0.000004 
3.330000 -1.000000 | 0.038669 | -47.840278 | -17.777544 | -0.000004 
3.340000 -1.000000 | 0.038896 | -49.694444 | -16.966330 | -0.000004 
3.350000 -1.000000 | 0.039125 | -51.562500 | -16.186820 | -0.000004 
3.360000 -1.000000 | 0.039356 | -53.444444 | -15.442089 | -0.000004 
3.370000 -1.000000 | 0.039589 | -55.340278 | -14.735076 | -0.000004 
3.380000 -1.000000 | 0.039824 | -57.250000 | -14.068573 | -0.000004 
3.390000 -1.000000 | 0.040061 | -59.173611 | -13.445208 | -0.000004 
3.400000 -1.000000 | 0.040300 | -61.111111 | -12.867441 | -0.000003 
3.410000 -1.000000 | 0.040541 | -63.062500 | -12.337554 | -0.000003 
3.420000 -1.000000 | 0.040784 | -65.027778 | -11.857637 | -0.000003 
3.430000 -1.000000 | 0.041029 | -67.006944 | -11.429583 | -0.000003 
3.440000 -1.000000 | 0.041276 | -69.000000 | -11.055083 | -0.000003 
3.450000 -1.000000 | 0.041525 | -71.006944 | -10.735613 | -0.000003 
3.460000 -1.000000 | 0.041776 | -73.027778 | -10.472435 | -0.000003 
3.470000 -1.000000 | 0.042029 | -75.062500 | -10.266588 | -0.000003 
