2 0.000000_-1.000000 4.000000_3.000000
0 1
0.848000 -1.000000 | 0.044179 | -17.160000 | -33.665637 
0.864000 -1.000000 | 0.043749 | -14.617778 | -34.850644 
0.880000 -1.000000 | 0.043324 | -12.111111 | -35.936185 
0.896000 -1.000000 | 0.042904 | -9.640000 | -36.911299 
0.912000 -1.000000 | 0.042489 | -7.204444 | -37.766140 
0.928000 -1.000000 | 0.042080 | -4.804444 | -38.492077 
0.944000 -1.000000 | 0.041675 | -2.440000 | -39.081780 
0.960000 -1.000000 | 0.041276 | -0.111111 | -39.529293 
0.976000 -1.000000 | 0.040882 | 2.182222 | -39.830099 
0.992000 -1.000000 | 0.040493 | 4.440000 | -39.981160 
1.008000 -1.000000 | 0.040109 | 6.662222 | -39.980951 
1.024000 -1.000000 | 0.039730 | 8.848889 | -39.829473 
1.040000 -1.000000 | 0.039356 | 11.000000 | -39.528256 
1.056000 -1.000000 | 0.038987 | 13.115556 | -39.080343 
1.072000 -1.000000 | 0.038624 | 15.195556 | -38.490255 
1.088000 -1.000000 | 0.038265 | 17.240000 | -37.763951 
1.104000 -1.000000 | 0.037912 | 19.248889 | -36.908764 
1.120000 -1.000000 | 0.037564 | 21.222222 | -35.933331 
1.136000 -1.000000 | 0.037221 | 23.160000 | -34.847499 
1.152000 -1.000000 | 0.036883 | 25.062222 | -33.662234 
1.168000 -1.000000 | 0.036550 | 26.928889 | -32.389502 
1.184000 -1.000000 | 0.036223 | 28.760000 | -31.042157 
1.200000 -1.000000 | 0.035900 | 30.555556 | -29.633801 
1.216000 -1.000000 | 0.035583 | 32.315556 | -28.178656 
1.232000 -1.000000 | 0.035270 | 34.040000 | -26.691415 
1.248000 -1.000000 | 0.034963 | 35.728889 | -25.187095 
1.264000 -1.000000 | 0.034661 | 37.382222 | -23.680886 
1.280000 -1.000000 | 0.034364 | 39.000000 | -22.187997 
1.296000 -1.000000 | 0.034072 | 40.582222 | -20.723501 
1.312000 -1.000000 | 0.033785 | 42.128889 | -19.302187 
1.328000 -1.000000 | 0.033504 | 43.640000 | -17.938406 
1.344000 -1.000000 | 0.033227 | 45.115556 | -16.645928 
1.360000 -1.000000 | 0.032956 | 46.555556 | -15.437805 
1.376000 -1.000000 | 0.032690 | 47.960000 | -14.326234 
1.392000 -1.000000 | 0.032429 | 49.328889 | -13.322441 
1.408000 -1.000000 | 0.032173 | 50.662222 | -12.436560 
1.424000 -1.000000 | 0.031922 | 51.960000 | -11.677537 
1.440000 -1.000000 | 0.031676 | 53.222222 | -11.053036 
1.456000 -1.000000 | 0.031435 | 54.448889 | -10.569362 
1.472000 -1.000000 | 0.031200 | 55.640000 | -10.231400 
1.488000 -1.000000 | 0.030969 | 56.795556 | -10.042562 
1.504000 -1.000000 | 0.030744 | 57.915556 | -10.004754 
1.520000 -1.000000 | 0.030524 | 59.000000 | -10.118360 
1.536000 -1.000000 | 0.030309 | 60.048889 | -10.382230 
1.552000 -1.000000 | 0.030099 | 61.062222 | -10.793702 
1.568000 -1.000000 | 0.029894 | 62.040000 | -11.348620 
1.584000 -1.000000 | 0.029695 | 62.982222 | -12.041381 
1.600000 -1.000000 | 0.029500 | 63.888889 | -12.864990 
1.616000 -1.000000 | 0.029311 | 64.760000 | -13.811131 
1.632000 -1.000000 | 0.029126 | 65.595556 | -14.870250 
1.648000 -1.000000 | 0.028947 | 66.395556 | -16.031653 
1.664000 -1.000000 | 0.028773 | 67.160000 | -17.283612 
1.680000 -1.000000 | 0.028604 | 67.888889 | -18.613487 
1.696000 -1.000000 | 0.028440 | 68.582222 | -20.007848 
1.712000 -1.000000 | 0.028281 | 69.240000 | -21.452618 
1.728000 -1.000000 | 0.028128 | 69.862222 | -22.933206 
1.744000 -1.000000 | 0.027979 | 70.448889 | -24.434664 
1.760000 -1.000000 | 0.027836 | 71.000000 | -25.941830 
1.776000 -1.000000 | 0.027698 | 71.515556 | -27.439486 
1.792000 -1.000000 | 0.027565 | 71.995556 | -28.912510 
1.808000 -1.000000 | 0.027437 | 72.440000 | -30.346028 
1.824000 -1.000000 | 0.027314 | 72.848889 | -31.725564 
1.840000 -1.000000 | 0.027196 | 73.222222 | -33.037191 
1.856000 -1.000000 | 0.027083 | 73.560000 | -34.267663 
1.872000 -1.000000 | 0.026976 | 73.862222 | -35.404555 
1.888000 -1.000000 | 0.026873 | 74.128889 | -36.436389 
1.904000 -1.000000 | 0.026776 | 74.360000 | -37.352746 
1.920000 -1.000000 | 0.026684 | 74.555556 | -38.144373 
1.936000 -1.000000 | 0.026597 | 74.715556 | -38.803275 
1.952000 -1.000000 | 0.026515 | 74.840000 | -39.322801 
1.968000 -1.000000 | 0.026438 | 74.928889 | -39.697705 
1.984000 -1.000000 | 0.026367 | 74.982222 | -39.924200 
2.000000 -1.000000 | 0.026300 | 75.000000 | -40.000000 
2.016000 -1.000000 | 0.026239 | 74.982222 | -39.924339 
2.032000 -1.000000 | 0.026182 | 74.928889 | -39.697982 
2.048000 -1.000000 | 0.026131 | 74.840000 | -39.323214 
2.064000 -1.000000 | 0.026085 | 74.715556 | -38.803819 
2.080000 -1.000000 | 0.026044 | 74.555556 | -38.145042 
2.096000 -1.000000 | 0.026008 | 74.360000 | -37.353535 
2.112000 -1.000000 | 0.025977 | 74.128889 | -36.437289 
2.128000 -1.000000 | 0.025952 | 73.862222 | -35.405556 
2.144000 -1.000000 | 0.025931 | 73.560000 | -34.268755 
2.160000 -1.000000 | 0.025916 | 73.222222 | -33.038364 
2.176000 -1.000000 | 0.025906 | 72.848889 | -31.726807 
2.192000 -1.000000 | 0.025901 | 72.440000 | -30.347326 
2.208000 -1.000000 | 0.025901 | 71.995556 | -28.913852 
2.224000 -1.000000 | 0.025906 | 71.515556 | -27.440857 
2.240000 -1.000000 | 0.025916 | 71.000000 | -25.943217 
2.256000 -1.000000 | 0.025931 | 70.448889 | -24.436053 
2.272000 -1.000000 | 0.025952 | 69.862222 | -22.934583 
2.288000 -1.000000 | 0.025977 | 69.240000 | -21.453968 
2.304000 -1.000000 | 0.026008 | 68.582222 | -20.009159 
2.320000 -1.000000 | 0.026044 | 67.888889 | -18.614744 
2.336000 -1.000000 | 0.026085 | 67.160000 | -17.284804 
2.352000 -1.000000 | 0.026131 | 66.395556 | -16.032767 
2.368000 -1.000000 | 0.026182 | 65.595556 | -14.871275 
2.384000 -1.000000 | 0.026239 | 64.760000 | -13.812057 
2.400000 -1.000000 | 0.026300 | 63.888889 | -12.865807 
2.416000 -1.000000 | 0.026367 | 62.982222 | -12.042081 
2.432000 -1.000000 | 0.026438 | 62.040000 | -11.349196 
2.448000 -1.000000 | 0.026515 | 61.062222 | -10.794148 
2.464000 -1.000000 | 0.026597 | 60.048889 | -10.382542 
2.480000 -1.000000 | 0.026684 | 59.000000 | -10.118534 
2.496000 -1.000000 | 0.026776 | 57.915556 | -10.004789 
2.512000 -1.000000 | 0.026873 | 56.795556 | -10.042457 
2.528000 -1.000000 | 0.026976 | 55.640000 | -10.231157 
2.544000 -1.000000 | 0.027083 | 54.448889 | -10.568983 
2.560000 -1.000000 | 0.027196 | 53.222222 | -11.052524 
2.576000 -1.000000 | 0.027314 | 51.960000 | -11.676898 
2.592000 -1.000000 | 0.027437 | 50.662222 | -12.435801 
2.608000 -1.000000 | 0.027565 | 49.328889 | -13.321569 
2.624000 -1.000000 | 0.027698 | 47.960000 | -14.325258 
2.640000 -1.000000 | 0.027836 | 46.555556 | -15.436734 
2.656000 -1.000000 | 0.027979 | 45.115556 | -16.644774 
2.672000 -1.000000 | 0.028128 | 43.640000 | -17.937180 
2.688000 -1.000000 | 0.028281 | 42.128889 | -19.300902 
2.704000 -1.000000 | 0.028440 | 40.582222 | -20.722169 
2.720000 -1.000000 | 0.028604 | 39.000000 | -22.186632 
2.736000 -1.000000 | 0.028773 | 37.382222 | -23.679502 
2.752000 -1.000000 | 0.028947 | 35.728889 | -25.185706 
2.768000 -1.000000 | 0.029126 | 34.040000 | -26.690034 
2.784000 -1.000000 | 0.029311 | 32.315556 | -28.177298 
2.800000 -1.000000 | 0.029500 | 30.555556 | -29.632479 
2.816000 -1.000000 | 0.029695 | 28.760000 | -31.040885 
2.832000 -1.000000 | 0.029894 | 26.928889 | -32.388293 
2.848000 -1.000000 | 0.030099 | 25.062222 | -33.661099 
2.864000 -1.000000 | 0.030309 | 23.160000 | -34.846451 
2.880000 -1.000000 | 0.030524 | 21.222222 | -35.932379 
2.896000 -1.000000 | 0.030744 | 19.248889 | -36.907919 
2.912000 -1.000000 | 0.030969 | 17.240000 | -37.763221 
2.928000 -1.000000 | 0.031200 | 15.195556 | -38.489647 
2.944000 -1.000000 | 0.031435 | 13.115556 | -39.079864 
2.960000 -1.000000 | 0.031676 | 11.000000 | -39.527911 
2.976000 -1.000000 | 0.031922 | 8.848889 | -39.829264 
2.992000 -1.000000 | 0.032173 | 6.662222 | -39.980880 
3.008000 -1.000000 | 0.032429 | 4.440000 | -39.981230 
3.024000 -1.000000 | 0.032690 | 2.182222 | -39.830308 
3.040000 -1.000000 | 0.032956 | -0.111111 | -39.529639 
3.056000 -1.000000 | 0.033227 | -2.440000 | -39.082259 
3.072000 -1.000000 | 0.033504 | -4.804444 | -38.492685 
3.088000 -1.000000 | 0.033785 | -7.204444 | -37.766870 
3.104000 -1.000000 | 0.034072 | -9.640000 | -36.912144 
3.120000 -1.000000 | 0.034364 | -12.111111 | -35.937136 
3.136000 -1.000000 | 0.034661 | -14.617778 | -34.851692 
3.152000 -1.000000 | 0.034963 | -17.160000 | -33.666772 
3.168000 -1.000000 | 0.035270 | -19.737778 | -32.394340 
3.184000 -1.000000 | 0.035583 | -22.351111 | -31.047244 
3.200000 -1.000000 | 0.035900 | -25.000000 | -29.639088 
3.216000 -1.000000 | 0.036223 | -27.684444 | -28.184089 
3.232000 -1.000000 | 0.036550 | -30.404444 | -26.696939 
3.248000 -1.000000 | 0.036883 | -33.160000 | -25.192654 
3.264000 -1.000000 | 0.037221 | -35.951111 | -23.686424 
3.280000 -1.000000 | 0.037564 | -38.777778 | -22.193458 
3.296000 -1.000000 | 0.037912 | -41.640000 | -20.728830 
3.312000 -1.000000 | 0.038265 | -44.537778 | -19.307330 
3.328000 -1.000000 | 0.038624 | -47.471111 | -17.943311 
3.344000 -1.000000 | 0.038987 | -50.440000 | -16.650546 
3.360000 -1.000000 | 0.039356 | -53.444444 | -15.442089 
3.376000 -1.000000 | 0.039730 | -56.484444 | -14.330141 
3.392000 -1.000000 | 0.040109 | -59.560000 | -13.325931 
3.408000 -1.000000 | 0.040493 | -62.671111 | -12.439598 
3.424000 -1.000000 | 0.040882 | -65.817778 | -11.680092 
3.440000 -1.000000 | 0.041276 | -69.000000 | -11.055083 
3.456000 -1.000000 | 0.041675 | -72.217778 | -10.570880 
3.472000 -1.000000 | 0.042080 | -75.471111 | -10.232373 
3.488000 -1.000000 | 0.042489 | -78.760000 | -10.042981 
3.504000 -1.000000 | 0.042904 | -82.084444 | -10.004615 
3.520000 -1.000000 | 0.043324 | -85.444444 | -10.117664 
3.536000 -1.000000 | 0.043749 | -88.840000 | -10.380984 
3.552000 -1.000000 | 0.044179 | -92.271111 | -10.791919 
3.568000 -1.000000 | 0.044614 | -95.737778 | -11.346317 
3.584000 -1.000000 | 0.045055 | -99.240000 | -12.038582 
3.600000 -1.000000 | 0.045500 | -102.777778 | -12.861723 
3.616000 -1.000000 | 0.045951 | -106.351111 | -13.807429 
3.632000 -1.000000 | 0.046406 | -109.960000 | -14.866150 
3.648000 -1.000000 | 0.046867 | -113.604444 | -16.027197 
3.664000 -1.000000 | 0.047333 | -117.284444 | -17.278845 
3.680000 -1.000000 | 0.047804 | -121.000000 | -18.608457 
3.696000 -1.000000 | 0.048280 | -124.751111 | -20.002606 
3.712000 -1.000000 | 0.048761 | -128.537778 | -21.447216 
3.728000 -1.000000 | 0.049248 | -132.360000 | -22.927700 
3.744000 -1.000000 | 0.049739 | -136.217778 | -24.429109 
3.760000 -1.000000 | 0.050236 | -140.111111 | -25.936282 
3.776000 -1.000000 | 0.050738 | -144.040000 | -27.434001 
3.792000 -1.000000 | 0.051245 | -148.004444 | -28.907143 
3.808000 -1.000000 | 0.051757 | -152.004444 | -30.340833 
3.824000 -1.000000 | 0.052274 | -156.040000 | -31.720595 
3.840000 -1.000000 | 0.052796 | -160.111111 | -33.032496 
3.856000 -1.000000 | 0.053323 | -164.217778 | -34.263291 
3.872000 -1.000000 | 0.053856 | -168.360000 | -35.400550 
3.888000 -1.000000 | 0.054393 | -172.537778 | -36.432791 
3.904000 -1.000000 | 0.054936 | -176.751111 | -37.349592 
3.920000 -1.000000 | 0.055484 | -181.000000 | -38.141693 
3.936000 -1.000000 | 0.056037 | -185.284444 | -38.801099 
3.952000 -1.000000 | 0.056595 | -189.604444 | -39.321149 
3.968000 -1.000000 | 0.057158 | -193.960000 | -39.696593 
3.984000 -1.000000 | 0.057727 | -198.351111 | -39.923641 
0.000000 -0.984000 | 0.073599 | -201.984178 | -39.839999 
0.016000 -0.984000 | 0.072897 | -197.557511 | -39.763781 
0.032000 -0.984000 | 0.072201 | -193.166400 | -39.536871 
0.048000 -0.984000 | 0.071510 | -188.810844 | -39.161562 
0.064000 -0.984000 | 0.070824 | -184.490844 | -38.641643 
0.080000 -0.984000 | 0.070143 | -180.206400 | -37.982363 
0.096000 -0.984000 | 0.069467 | -175.957511 | -37.190380 
0.112000 -0.984000 | 0.068796 | -171.744178 | -36.273691 
0.128000 -0.984000 | 0.068130 | -167.566400 | -35.241552 
0.144000 -0.984000 | 0.067470 | -163.424178 | -34.104384 
0.160000 -0.984000 | 0.066815 | -159.317511 | -32.873670 
0.176000 -0.984000 | 0.066164 | -155.246400 | -31.561837 
0.192000 -0.984000 | 0.065519 | -151.210844 | -30.182132 
0.208000 -0.984000 | 0.064879 | -147.210844 | -28.748485 
0.224000 -0.984000 | 0.064244 | -143.246400 | -27.275372 
0.240000 -0.984000 | 0.063615 | -139.317511 | -25.777669 
0.256000 -0.984000 | 0.062990 | -135.424178 | -24.270497 
0.272000 -0.984000 | 0.062370 | -131.566400 | -22.769077 
0.288000 -0.984000 | 0.061756 | -127.744178 | -21.288567 
0.304000 -0.984000 | 0.061147 | -123.957511 | -19.843917 
0.320000 -0.984000 | 0.060543 | -120.206400 | -18.449714 
0.336000 -0.984000 | 0.059944 | -116.490844 | -17.120037 
0.352000 -0.984000 | 0.059350 | -112.810844 | -15.868311 
0.368000 -0.984000 | 0.058761 | -109.166400 | -14.707175 
0.384000 -0.984000 | 0.058177 | -105.557511 | -13.648354 
0.400000 -0.984000 | 0.057599 | -101.984178 | -12.702540 
0.416000 -0.984000 | 0.057025 | -98.446400 | -11.879282 
0.432000 -0.984000 | 0.056457 | -94.944178 | -11.186893 
0.448000 -0.984000 | 0.055894 | -91.477511 | -10.632364 
0.464000 -0.984000 | 0.055336 | -88.046400 | -10.221296 
0.480000 -0.984000 | 0.054783 | -84.650844 | -9.957837 
0.496000 -0.984000 | 0.054235 | -81.290844 | -9.844650 
0.512000 -0.984000 | 0.053692 | -77.966400 | -9.882876 
0.528000 -0.984000 | 0.053154 | -74.677511 | -10.072130 
0.544000 -0.984000 | 0.052622 | -71.424178 | -10.410500 
0.560000 -0.984000 | 0.052095 | -68.206400 | -10.894571 
0.576000 -0.984000 | 0.051572 | -65.024178 | -11.519453 
0.592000 -0.984000 | 0.051055 | -61.877511 | -12.278838 
0.608000 -0.984000 | 0.050543 | -58.766400 | -13.165058 
0.624000 -0.984000 | 0.050036 | -55.690844 | -14.169164 
0.640000 -0.984000 | 0.049535 | -52.650844 | -15.281018 
0.656000 -0.984000 | 0.049038 | -49.646400 | -16.489392 
0.672000 -0.984000 | 0.048546 | -46.677511 | -17.782085 
0.688000 -0.984000 | 0.048060 | -43.744178 | -19.146044 
0.704000 -0.984000 | 0.047579 | -40.846400 | -20.567498 
0.720000 -0.984000 | 0.047103 | -37.984178 | -22.032093 
0.736000 -0.984000 | 0.046632 | -35.157511 | -23.525040 
0.752000 -0.984000 | 0.046166 | -32.366400 | -25.031264 
0.768000 -0.984000 | 0.045705 | -29.610844 | -26.535558 
0.784000 -0.984000 | 0.045249 | -26.890844 | -28.022731 
0.800000 -0.984000 | 0.044799 | -24.206400 | -29.477766 
0.816000 -0.984000 | 0.044353 | -21.557511 | -30.885973 
0.832000 -0.984000 | 0.043913 | -18.944178 | -32.233130 
0.848000 -0.984000 | 0.043478 | -16.366400 | -33.505637 
0.864000 -0.984000 | 0.043048 | -13.824178 | -34.690644 
0.880000 -0.984000 | 0.042623 | -11.317511 | -35.776185 
0.896000 -0.984000 | 0.042203 | -8.846400 | -36.751299 
0.912000 -0.984000 | 0.041788 | -6.410844 | -37.606140 
0.928000 -0.984000 | 0.041378 | -4.010844 | -38.332077 
0.944000 -0.984000 | 0.040974 | -1.646400 | -38.921780 
0.960000 -0.984000 | 0.040575 | 0.682489 | -39.369293 
0.976000 -0.984000 | 0.040180 | 2.975822 | -39.670099 
0.992000 -0.984000 | 0.039791 | 5.233600 | -39.821160 
1.008000 -0.984000 | 0.039407 | 7.455822 | -39.820951 
1.024000 -0.984000 | 0.039028 | 9.642489 | -39.669473 
1.040000 -0.984000 | 0.038655 | 11.793600 | -39.368256 
1.056000 -0.984000 | 0.038286 | 13.909156 | -38.920343 
1.072000 -0.984000 | 0.037922 | 15.989156 | -38.330255 
1.088000 -0.984000 | 0.037564 | 18.033600 | -37.603951 
1.104000 -0.984000 | 0.037211 | 20.042489 | -36.748764 
1.120000 -0.984000 | 0.036863 | 22.015822 | -35.773331 
1.136000 -0.984000 | 0.036520 | 23.953600 | -34.687499 
1.152000 -0.984000 | 0.036182 | 25.855822 | -33.502234 
1.168000 -0.984000 | 0.035849 | 27.722489 | -32.229502 
1.184000 -0.984000 | 0.035521 | 29.553600 | -30.882157 
1.200000 -0.984000 | 0.035199 | 31.349156 | -29.473801 
1.216000 -0.984000 | 0.034881 | 33.109156 | -28.018656 
1.232000 -0.984000 | 0.034569 | 34.833600 | -26.531415 
1.248000 -0.984000 | 0.034262 | 36.522489 | -25.027095 
1.264000 -0.984000 | 0.033960 | 38.175822 | -23.520886 
1.280000 -0.984000 | 0.033663 | 39.793600 | -22.027997 
1.296000 -0.984000 | 0.033371 | 41.375822 | -20.563501 
1.312000 -0.984000 | 0.033084 | 42.922489 | -19.142187 
1.328000 -0.984000 | 0.032802 | 44.433600 | -17.778406 
1.344000 -0.984000 | 0.032526 | 45.909156 | -16.485928 
1.360000 -0.984000 | 0.032255 | 47.349156 | -15.277805 
1.376000 -0.984000 | 0.031988 | 48.753600 | -14.166234 
1.392000 -0.984000 | 0.031727 | 50.122489 | -13.162441 
1.408000 -0.984000 | 0.031471 | 51.455822 | -12.276560 
1.424000 -0.984000 | 0.031220 | 52.753600 | -11.517537 
1.440000 -0.984000 | 0.030975 | 54.015822 | -10.893036 
1.456000 -0.984000 | 0.030734 | 55.242489 | -10.409362 
1.472000 -0.984000 | 0.030498 | 56.433600 | -10.071400 
1.488000 -0.984000 | 0.030268 | 57.589156 | -9.882562 
1.504000 -0.984000 | 0.030043 | 58.709156 | -9.844754 
1.520000 -0.984000 | 0.029823 | 59.793600 | -9.958360 
1.536000 -0.984000 | 0.029608 | 60.842489 | -10.222230 
1.552000 -0.984000 | 0.029398 | 61.855822 | -10.633702 
1.568000 -0.984000 | 0.029193 | 62.833600 | -11.188620 
1.584000 -0.984000 | 0.028993 | 63.775822 | -11.881381 
1.600000 -0.984000 | 0.028799 | 64.682489 | -12.704990 
1.616000 -0.984000 | 0.028609 | 65.553600 | -13.651131 
1.632000 -0.984000 | 0.028425 | 66.389156 | -14.710250 
1.648000 -0.984000 | 0.028246 | 67.189156 | -15.871653 
1.664000 -0.984000 | 0.028072 | 67.953600 | -17.123612 
1.680000 -0.984000 | 0.027903 | 68.682489 | -18.453487 
1.696000 -0.984000 | 0.027739 | 69.375822 | -19.847848 
1.712000 -0.984000 | 0.027580 | 70.033600 | -21.292618 
1.728000 -0.984000 | 0.027426 | 70.655822 | -22.773206 
1.744000 -0.984000 | 0.027278 | 71.242489 | -24.274664 
1.760000 -0.984000 | 0.027135 | 71.793600 | -25.781830 
1.776000 -0.984000 | 0.026996 | 72.309156 | -27.279486 
1.792000 -0.984000 | 0.026863 | 72.789156 | -28.752510 
1.808000 -0.984000 | 0.026735 | 73.233600 | -30.186028 
1.824000 -0.984000 | 0.026612 | 73.642489 | -31.565564 
1.840000 -0.984000 | 0.026495 | 74.015822 | -32.877191 
1.856000 -0.984000 | 0.026382 | 74.353600 | -34.107663 
1.872000 -0.984000 | 0.026274 | 74.655822 | -35.244555 
1.888000 -0.984000 | 0.026172 | 74.922489 | -36.276389 
1.904000 -0.984000 | 0.026075 | 75.153600 | -37.192746 
1.920000 -0.984000 | 0.025983 | 75.349156 | -37.984373 
1.936000 -0.984000 | 0.025896 | 75.509156 | -38.643275 
1.952000 -0.984000 | 0.025814 | 75.633600 | -39.162801 
1.968000 -0.984000 | 0.025737 | 75.722489 | -39.537705 
1.984000 -0.984000 | 0.025665 | 75.775822 | -39.764200 
2.000000 -0.984000 | 0.025599 | 75.793600 | -39.840000 
2.016000 -0.984000 | 0.025537 | 75.775822 | -39.764339 
2.032000 -0.984000 | 0.025481 | 75.722489 | -39.537982 
2.048000 -0.984000 | 0.025430 | 75.633600 | -39.163214 
2.064000 -0.984000 | 0.025384 | 75.509156 | -38.643819 
2.080000 -0.984000 | 0.025343 | 75.349156 | -37.985042 
2.096000 -0.984000 | 0.025307 | 75.153600 | -37.193535 
2.112000 -0.984000 | 0.025276 | 74.922489 | -36.277289 
2.128000 -0.984000 | 0.025250 | 74.655822 | -35.245556 
2.144000 -0.984000 | 0.025230 | 74.353600 | -34.108755 
2.160000 -0.984000 | 0.025215 | 74.015822 | -32.878364 
2.176000 -0.984000 | 0.025204 | 73.642489 | -31.566807 
2.192000 -0.984000 | 0.025199 | 73.233600 | -30.187326 
2.208000 -0.984000 | 0.025199 | 72.789156 | -28.753852 
2.224000 -0.984000 | 0.025204 | 72.309156 | -27.280857 
2.240000 -0.984000 | 0.025215 | 71.793600 | -25.783217 
2.256000 -0.984000 | 0.025230 | 71.242489 | -24.276053 
2.272000 -0.984000 | 0.025250 | 70.655822 | -22.774583 
2.288000 -0.984000 | 0.025276 | 70.033600 | -21.293968 
2.304000 -0.984000 | 0.025307 | 69.375822 | -19.849159 
2.320000 -0.984000 | 0.025343 | 68.682489 | -18.454744 
2.336000 -0.984000 | 0.025384 | 67.953600 | -17.124804 
2.352000 -0.984000 | 0.025430 | 67.189156 | -15.872767 
2.368000 -0.984000 | 0.025481 | 66.389156 | -14.711275 
2.384000 -0.984000 | 0.025537 | 65.553600 | -13.652057 
2.400000 -0.984000 | 0.025599 | 64.682489 | -12.705807 
2.416000 -0.984000 | 0.025665 | 63.775822 | -11.882081 
2.432000 -0.984000 | 0.025737 | 62.833600 | -11.189196 
2.448000 -0.984000 | 0.025814 | 61.855822 | -10.634148 
2.464000 -0.984000 | 0.025896 | 60.842489 | -10.222542 
2.480000 -0.984000 | 0.025983 | 59.793600 | -9.958534 
2.496000 -0.984000 | 0.026075 | 58.709156 | -9.844789 
2.512000 -0.984000 | 0.026172 | 57.589156 | -9.882457 
2.528000 -0.984000 | 0.026274 | 56.433600 | -10.071157 
2.544000 -0.984000 | 0.026382 | 55.242489 | -10.408983 
2.560000 -0.984000 | 0.026495 | 54.015822 | -10.892524 
2.576000 -0.984000 | 0.026612 | 52.753600 | -11.516898 
2.592000 -0.984000 | 0.026735 | 51.455822 | -12.275801 
2.608000 -0.984000 | 0.026863 | 50.122489 | -13.161569 
2.624000 -0.984000 | 0.026996 | 48.753600 | -14.165258 
2.640000 -0.984000 | 0.027135 | 47.349156 | -15.276734 
2.656000 -0.984000 | 0.027278 | 45.909156 | -16.484774 
2.672000 -0.984000 | 0.027426 | 44.433600 | -17.777180 
2.688000 -0.984000 | 0.027580 | 42.922489 | -19.140902 
2.704000 -0.984000 | 0.027739 | 41.375822 | -20.562169 
2.720000 -0.984000 | 0.027903 | 39.793600 | -22.026632 
2.736000 -0.984000 | 0.028072 | 38.175822 | -23.519502 
